50.151738,8.679640
50.160476,8.620279
50.169214,8.560919
50.177951,8.501559
50.186689,8.442198
50.195427,8.382838
50.204165,8.323478
50.212903,8.264117
50.221641,8.204757
50.230378,8.145397
50.239116,8.086036
50.247854,8.026676
50.256592,7.967316
50.265330,7.907955
50.274068,7.848595
50.282805,7.789235
50.291543,7.729874
50.300281,7.670514
50.309019,7.611154
50.317757,7.551793
50.326495,7.492433
50.335233,7.433072
50.343970,7.373712
50.352708,7.314352
50.361446,7.254991
50.370184,7.195631
50.378922,7.136271
50.387660,7.076910
50.396397,7.017550
50.405135,6.958190
50.413873,6.898829
50.422611,6.839469
50.431349,6.780109
50.440087,6.720748
50.448824,6.661388
50.457562,6.602028
50.466300,6.542667
50.475038,6.483307
50.483776,6.423947
50.492514,6.364586
50.501252,6.305226
50.509989,6.245866
50.518727,6.186505
50.527465,6.127145
50.536203,6.067785
50.544941,6.008424
50.553679,5.949064
50.562416,5.889704
50.571154,5.830343
50.579892,5.770983
50.588630,5.711623
50.597368,5.652262
50.606106,5.592902
50.614843,5.533542
50.623581,5.474181
50.632319,5.414821
50.641057,5.355461
50.649795,5.296100
50.658533,5.236740
50.667271,5.177380
50.676008,5.118019
50.684746,5.058659
50.693484,4.999299
50.702222,4.939938
50.710960,4.880578
50.719698,4.821217
50.728435,4.761857
50.737173,4.702497
50.745911,4.643136
50.754649,4.583776
50.763387,4.524416
50.772125,4.465055
50.780862,4.405695
50.789600,4.346335
50.798338,4.286974
50.807076,4.227614
50.815814,4.168254
50.824552,4.108893
50.833290,4.049533
50.842027,3.990173
50.850765,3.930812
50.859503,3.871452
50.868241,3.812092
50.876979,3.752731
50.885717,3.693371
50.894454,3.634011
50.903192,3.574650
50.911930,3.515290
50.920668,3.455930
50.929406,3.396569
50.938144,3.337209
50.946881,3.277849
50.955619,3.218488
50.964357,3.159128
50.973095,3.099768
50.981833,3.040407
50.990571,2.981047
50.999309,2.921687
51.008046,2.862326
51.016784,2.802966
51.025522,2.743606
51.034260,2.684245
51.042998,2.624885
51.051736,2.565525
51.060473,2.506164
51.069211,2.446804
51.077949,2.387443
51.086687,2.328083
51.095425,2.268723
51.104163,2.209362
51.112900,2.150002
51.121638,2.090642
51.130376,2.031281
51.139114,1.971921
51.147852,1.912561
51.156590,1.853200
51.165328,1.793840
51.174065,1.734480
51.182803,1.675119
51.191541,1.615759
51.200279,1.556399
51.209017,1.497038
51.217755,1.437678
51.226492,1.378318
51.235230,1.318957
51.243968,1.259597
51.252706,1.200237
51.261444,1.140876
51.270182,1.081516
51.278919,1.022156
51.287657,0.962795
51.296395,0.903435
51.305133,0.844075
51.313871,0.784714
51.322609,0.725354
51.331347,0.665994
51.340084,0.606633
51.348822,0.547273
51.357560,0.487913
51.366298,0.428552
51.375036,0.369192
51.383774,0.309832
51.392511,0.250471
51.401249,0.191111
51.409987,0.131751
51.418725,0.072390
51.427463,0.013030
51.436201,-0.046331
51.444938,-0.105691
51.453676,-0.165051
51.462414,-0.224412
51.471152,-0.283772
51.479890,-0.343132
51.488628,-0.402493
51.497366,-0.461853
51.506103,-0.521213
51.514841,-0.580574
51.523579,-0.639934
