41.790825,-88.183224
41.785650,-88.123447
41.780475,-88.063671
41.775300,-88.003894
41.770125,-87.944118
41.764950,-87.884341
41.759775,-87.824565
41.754601,-87.764789
41.749426,-87.705012
41.744251,-87.645236
41.739076,-87.585459
41.733901,-87.525683
41.728726,-87.465907
41.723551,-87.406130
41.718376,-87.346354
41.713201,-87.286577
41.708026,-87.226801
41.702851,-87.167024
41.697676,-87.107248
41.692501,-87.047472
41.687326,-86.987695
41.682152,-86.927919
41.676977,-86.868142
41.671802,-86.808366
41.666627,-86.748590
41.661452,-86.688813
41.656277,-86.629037
41.651102,-86.569260
41.645927,-86.509484
41.640752,-86.449707
41.635577,-86.389931
41.630402,-86.330155
41.625227,-86.270378
41.620052,-86.210602
41.614877,-86.150825
41.609703,-86.091049
41.604528,-86.031273
41.599353,-85.971496
41.594178,-85.911720
41.589003,-85.851943
41.583828,-85.792167
41.578653,-85.732390
41.573478,-85.672614
41.568303,-85.612838
41.563128,-85.553061
41.557953,-85.493285
41.552778,-85.433508
41.547603,-85.373732
41.542428,-85.313956
41.537254,-85.254179
41.532079,-85.194403
41.526904,-85.134626
41.521729,-85.074850
41.516554,-85.015073
41.511379,-84.955297
41.506204,-84.895521
41.501029,-84.835744
41.495854,-84.775968
41.490679,-84.716191
41.485504,-84.656415
41.480329,-84.596639
41.475154,-84.536862
41.469979,-84.477086
41.464804,-84.417309
41.459630,-84.357533
41.454455,-84.297756
41.449280,-84.237980
41.444105,-84.178204
41.438930,-84.118427
41.433755,-84.058651
41.428580,-83.998874
41.423405,-83.939098
41.418230,-83.879322
41.413055,-83.819545
41.407880,-83.759769
41.402705,-83.699992
41.397530,-83.640216
41.392355,-83.580439
41.387181,-83.520663
41.382006,-83.460887
41.376831,-83.401110
41.371656,-83.341334
41.366481,-83.281557
41.361306,-83.221781
41.356131,-83.162005
41.350956,-83.102228
41.345781,-83.042452
41.340606,-82.982675
41.335431,-82.922899
41.330256,-82.863122
41.325081,-82.803346
41.319906,-82.743570
41.314732,-82.683793
41.309557,-82.624017
41.304382,-82.564240
41.299207,-82.504464
41.294032,-82.444687
41.288857,-82.384911
41.283682,-82.325135
41.278507,-82.265358
41.273332,-82.205582
41.268157,-82.145805
41.262982,-82.086029
41.257807,-82.026253
41.252632,-81.966476
41.247457,-81.906700
41.242283,-81.846923
41.237108,-81.787147
41.231933,-81.727370
41.226758,-81.667594
41.221583,-81.607818
41.216408,-81.548041
41.211233,-81.488265
41.206058,-81.428488
41.200883,-81.368712
41.195708,-81.308936
41.190533,-81.249159
41.185358,-81.189383
41.180183,-81.129606
41.175008,-81.069830
41.169833,-81.010053
41.164659,-80.950277
41.159484,-80.890501
41.154309,-80.830724
41.149134,-80.770948
41.143959,-80.711171
41.138784,-80.651395
41.133609,-80.591619
41.128434,-80.531842
41.123259,-80.472066
41.118084,-80.412289
41.112909,-80.352513
41.107734,-80.292736
41.102559,-80.232960
41.097384,-80.173184
41.092210,-80.113407
41.087035,-80.053631
41.081860,-79.993854
41.076685,-79.934078
41.071510,-79.874302
41.066335,-79.814525
41.061160,-79.754749
41.055985,-79.694972
41.050810,-79.635196
41.045635,-79.575419
41.040460,-79.515643
41.035285,-79.455867
41.030110,-79.396090
41.024935,-79.336314
41.019761,-79.276537
41.014586,-79.216761
41.009411,-79.156985
41.004236,-79.097208
40.999061,-79.037432
40.993886,-78.977655
40.988711,-78.917879
40.983536,-78.858102
40.978361,-78.798326
40.973186,-78.738550
40.968011,-78.678773
40.962836,-78.618997
40.957661,-78.559220
40.952486,-78.499444
40.947312,-78.439668
40.942137,-78.379891
40.936962,-78.320115
40.931787,-78.260338
40.926612,-78.200562
40.921437,-78.140785
40.916262,-78.081009
40.911087,-78.021233
40.905912,-77.961456
40.900737,-77.901680
40.895562,-77.841903
40.890387,-77.782127
40.885212,-77.722351
40.880037,-77.662574
40.874862,-77.602798
40.869688,-77.543021
40.864513,-77.483245
40.859338,-77.423468
40.854163,-77.363692
40.848988,-77.303916
40.843813,-77.244139
40.838638,-77.184363
40.833463,-77.124586
40.828288,-77.064810
40.823113,-77.005033
40.817938,-76.945257
40.812763,-76.885481
40.807588,-76.825704
40.802413,-76.765928
40.797239,-76.706151
40.792064,-76.646375
40.786889,-76.586599
40.781714,-76.526822
40.776539,-76.467046
40.771364,-76.407269
40.766189,-76.347493
40.761014,-76.287716
40.755839,-76.227940
40.750664,-76.168164
40.745489,-76.108387
40.740314,-76.048611
40.735139,-75.988834
40.729964,-75.929058
40.724790,-75.869282
40.719615,-75.809505
40.714440,-75.749729
40.709265,-75.689952
40.704090,-75.630176
40.698915,-75.570399
40.693740,-75.510623
40.688565,-75.450847
40.683390,-75.391070
40.678215,-75.331294
40.673040,-75.271517
40.667865,-75.211741
40.662690,-75.151965
40.657515,-75.092188
40.652340,-75.032412
40.647166,-74.972635
40.641991,-74.912859
40.636816,-74.853082
40.631641,-74.793306
40.626466,-74.733530
40.621291,-74.673753
40.616116,-74.613977
40.610941,-74.554200
40.605766,-74.494424
40.600591,-74.434648
40.595416,-74.374871
40.590241,-74.315095
40.585066,-74.255318
40.579891,-74.195542
